week_id,week_label,rule_name,rule_run_id,agent_id,agent_name,coverage_state,issue_code,assignment_goal,assignments_made,eligible_conversations,matching_conversations,unassigned_conversations,context_note
23,"Mar 2-8","Billing QA",199,29,"Agent 029",at_risk,EVALUATOR_UNAVAILABLE,2,0,2,1,3,"Evaluator availability blocked assignment in this run."
23,"Mar 2-8","Billing QA",199,30,"Agent 030",covered,,2,2,3,2,0,
23,"Mar 2-8","Billing QA",199,31,"Agent 031",covered,,2,2,4,3,0,
23,"Mar 2-8","Billing QA",199,32,"Agent 032",covered,,2,2,5,4,0,
23,"Mar 2-8","Billing QA",199,33,"Agent 033",covered,,2,2,6,1,0,
23,"Mar 2-8","Billing QA",199,34,"Agent 034",covered,,2,2,7,2,0,
23,"Mar 2-8","Billing QA",199,35,"Agent 035",covered,,2,2,2,3,0,
23,"Mar 2-8","Billing QA",199,36,"Agent 036",covered,,2,2,3,4,0,
23,"Mar 2-8","Billing QA",199,37,"Agent 037",covered,,2,2,4,1,0,
23,"Mar 2-8","Billing QA",199,38,"Agent 038",covered,,2,2,5,2,0,
23,"Mar 2-8","Billing QA",199,39,"Agent 039",covered,,2,2,6,3,0,
23,"Mar 2-8","Billing QA",199,40,"Agent 040",at_risk,ALL_EVALUATORS_AT_CAPACITY,2,0,7,4,2,"Eligible conversations could not be assigned due to evaluator workload limits."
23,"Mar 2-8","Billing QA",199,41,"Agent 041",covered,,2,2,2,1,0,
23,"Mar 2-8","Billing QA",199,42,"Agent 042",covered,,2,2,3,2,0,
23,"Mar 2-8","Billing QA",199,43,"Agent 043",covered,,2,2,4,3,0,
23,"Mar 2-8","Billing QA",199,44,"Agent 044",covered,,2,2,5,4,0,
23,"Mar 2-8","Billing QA",199,45,"Agent 045",covered,,2,2,6,1,0,
23,"Mar 2-8","Billing QA",199,46,"Agent 046",covered,,2,2,7,2,0,
23,"Mar 2-8","Billing QA",199,47,"Agent 047",covered,,2,2,2,3,0,
23,"Mar 2-8","Billing QA",199,48,"Agent 048",covered,,2,2,3,4,0,
23,"Mar 2-8","Billing QA",199,49,"Agent 049",covered,,2,2,4,1,0,
23,"Mar 2-8","Billing QA",199,50,"Agent 050",covered,,2,2,5,2,0,
23,"Mar 2-8","Billing QA",199,51,"Agent 051",at_risk,NO_MATCHING_CONVERSATIONS,2,0,6,0,0,"Conversations existed but did not match rule filters."
23,"Mar 2-8","Billing QA",199,52,"Agent 052",covered,,2,2,7,4,0,
23,"Mar 2-8","Billing QA",199,53,"Agent 053",covered,,2,2,2,1,0,
23,"Mar 2-8","Billing QA",199,53,"Agent 053",informational,QUOTA_MET_BY_ANOTHER_RULE,2,2,1,1,0,"Coverage requirement already met by another rule in the same period."
23,"Mar 2-8","Billing QA",199,54,"Agent 054",covered,,2,2,3,2,0,
23,"Mar 2-8","Billing QA",199,55,"Agent 055",covered,,2,2,4,3,0,
23,"Mar 2-8","Billing QA",199,56,"Agent 056",covered,,2,2,5,4,0,
23,"Mar 2-8","Billing QA",199,57,"Agent 057",covered,,2,2,6,1,0,
23,"Mar 2-8","Billing QA",199,58,"Agent 058",covered,,2,2,7,2,0,
23,"Mar 2-8","Billing QA",199,59,"Agent 059",covered,,2,2,2,3,0,
23,"Mar 2-8","Billing QA",199,60,"Agent 060",covered,,2,2,3,4,0,
23,"Mar 2-8","Billing QA",199,61,"Agent 061",covered,,2,2,4,1,0,
23,"Mar 2-8","Billing QA",199,62,"Agent 062",at_risk,EVALUATOR_UNAVAILABLE,2,0,5,2,3,"Evaluator availability blocked assignment in this run."
23,"Mar 2-8","Billing QA",199,63,"Agent 063",covered,,2,2,6,3,0,
23,"Mar 2-8","Billing QA",199,64,"Agent 064",covered,,2,2,7,4,0,
23,"Mar 2-8","Billing QA",199,65,"Agent 065",covered,,2,2,2,1,0,
23,"Mar 2-8","Billing QA",199,66,"Agent 066",covered,,2,2,3,2,0,
23,"Mar 2-8","Billing QA",199,67,"Agent 067",covered,,2,2,4,3,0,
23,"Mar 2-8","Billing QA",199,68,"Agent 068",covered,,2,2,5,4,0,
23,"Mar 2-8","Billing QA",199,69,"Agent 069",covered,,2,2,6,1,0,
23,"Mar 2-8","Billing QA",199,70,"Agent 070",covered,,2,2,7,2,0,
23,"Mar 2-8","Billing QA",199,71,"Agent 071",covered,,2,2,2,3,0,
23,"Mar 2-8","Billing QA",199,72,"Agent 072",covered,,2,2,3,4,0,
23,"Mar 2-8","Billing QA",199,73,"Agent 073",at_risk,ALL_EVALUATORS_AT_CAPACITY,2,0,4,1,2,"Eligible conversations could not be assigned due to evaluator workload limits."
23,"Mar 2-8","Billing QA",199,74,"Agent 074",covered,,2,2,5,2,0,
23,"Mar 2-8","Billing QA",199,75,"Agent 075",covered,,2,2,6,3,0,
23,"Mar 2-8","Billing QA",199,76,"Agent 076",covered,,2,2,7,4,0,
23,"Mar 2-8","Billing QA",199,77,"Agent 077",covered,,2,2,2,1,0,
23,"Mar 2-8","Billing QA",199,78,"Agent 078",covered,,2,2,3,2,0,
23,"Mar 2-8","Billing QA",199,79,"Agent 079",covered,,2,2,4,3,0,
23,"Mar 2-8","Billing QA",199,80,"Agent 080",covered,,2,2,5,4,0,
23,"Mar 2-8","Billing QA",199,81,"Agent 081",covered,,2,2,6,1,0,
23,"Mar 2-8","Billing QA",199,82,"Agent 082",covered,,2,2,7,2,0,
23,"Mar 2-8","Billing QA",199,83,"Agent 083",covered,,2,2,2,3,0,
23,"Mar 2-8","Billing QA",199,84,"Agent 084",at_risk,NO_MATCHING_CONVERSATIONS,2,0,3,0,0,"Conversations existed but did not match rule filters."
23,"Mar 2-8","Billing QA",199,85,"Agent 085",covered,,2,2,4,1,0,
23,"Mar 2-8","Billing QA",199,86,"Agent 086",covered,,2,2,5,2,0,
23,"Mar 2-8","Billing QA",199,87,"Agent 087",covered,,2,2,6,3,0,
23,"Mar 2-8","Billing QA",199,88,"Agent 088",covered,,2,2,7,4,0,
23,"Mar 2-8","Billing QA",199,89,"Agent 089",covered,,2,2,2,1,0,
23,"Mar 2-8","Billing QA",199,90,"Agent 090",covered,,2,2,3,2,0,
23,"Mar 2-8","Billing QA",199,91,"Agent 091",covered,,2,2,4,3,0,
23,"Mar 2-8","Billing QA",199,92,"Agent 092",covered,,2,2,5,4,0,
23,"Mar 2-8","Billing QA",199,93,"Agent 093",covered,,2,2,6,1,0,
23,"Mar 2-8","Billing QA",199,94,"Agent 094",covered,,2,2,7,2,0,
23,"Mar 2-8","Billing QA",199,95,"Agent 095",at_risk,EVALUATOR_UNAVAILABLE,2,0,2,3,3,"Evaluator availability blocked assignment in this run."
23,"Mar 2-8","Billing QA",199,96,"Agent 096",covered,,2,2,3,4,0,
23,"Mar 2-8","Billing QA",199,97,"Agent 097",covered,,2,2,4,1,0,
23,"Mar 2-8","Billing QA",199,98,"Agent 098",covered,,2,2,5,2,0,
23,"Mar 2-8","Billing QA",199,99,"Agent 099",covered,,2,2,6,3,0,
23,"Mar 2-8","Billing QA",199,100,"Agent 100",covered,,2,2,7,4,0,
23,"Mar 2-8","Billing QA",199,101,"Agent 101",covered,,2,2,2,1,0,
23,"Mar 2-8","Billing QA",199,102,"Agent 102",covered,,2,2,3,2,0,
23,"Mar 2-8","Billing QA",199,103,"Agent 103",covered,,2,2,4,3,0,
23,"Mar 2-8","Billing QA",199,104,"Agent 104",covered,,2,2,5,4,0,
23,"Mar 2-8","Billing QA",199,105,"Agent 105",covered,,2,2,6,1,0,
23,"Mar 2-8","Billing QA",199,106,"Agent 106",at_risk,ALL_EVALUATORS_AT_CAPACITY,2,0,7,2,2,"Eligible conversations could not be assigned due to evaluator workload limits."
23,"Mar 2-8","Billing QA",199,107,"Agent 107",covered,,2,2,2,3,0,
23,"Mar 2-8","Billing QA",199,108,"Agent 108",covered,,2,2,3,4,0,
23,"Mar 2-8","Billing QA",199,109,"Agent 109",covered,,2,2,4,1,0,
23,"Mar 2-8","Billing QA",199,110,"Agent 110",covered,,2,2,5,2,0,
23,"Mar 2-8","Billing QA",199,111,"Agent 111",covered,,2,2,6,3,0,
23,"Mar 2-8","Billing QA",199,112,"Agent 112",covered,,2,2,7,4,0,
23,"Mar 2-8","Billing QA",199,113,"Agent 113",covered,,2,2,2,1,0,
23,"Mar 2-8","Billing QA",199,114,"Agent 114",covered,,2,2,3,2,0,
23,"Mar 2-8","Billing QA",199,115,"Agent 115",covered,,2,2,4,3,0,
23,"Mar 2-8","Billing QA",199,116,"Agent 116",covered,,2,2,5,4,0,
23,"Mar 2-8","Billing QA",199,117,"Agent 117",at_risk,NO_MATCHING_CONVERSATIONS,2,0,6,0,0,"Conversations existed but did not match rule filters."
23,"Mar 2-8","Billing QA",199,118,"Agent 118",covered,,2,2,7,2,0,
23,"Mar 2-8","Billing QA",199,119,"Agent 119",covered,,2,2,2,3,0,
23,"Mar 2-8","Billing QA",199,120,"Agent 120",covered,,2,2,3,4,0,
23,"Mar 2-8","Billing QA",199,121,"Agent 121",covered,,2,2,4,1,0,
23,"Mar 2-8","Billing QA",199,122,"Agent 122",covered,,2,2,5,2,0,
23,"Mar 2-8","Billing QA",199,123,"Agent 123",covered,,2,2,6,3,0,
23,"Mar 2-8","Billing QA",199,124,"Agent 124",covered,,2,2,7,4,0,
23,"Mar 2-8","Billing QA",199,125,"Agent 125",covered,,2,2,2,1,0,
23,"Mar 2-8","Billing QA",199,126,"Agent 126",covered,,2,2,3,2,0,
23,"Mar 2-8","Billing QA",199,127,"Agent 127",covered,,2,2,4,3,0,
23,"Mar 2-8","Billing QA",199,128,"Agent 128",at_risk,EVALUATOR_UNAVAILABLE,2,0,5,4,3,"Evaluator availability blocked assignment in this run."
23,"Mar 2-8","Billing QA",199,129,"Agent 129",covered,,2,2,6,1,0,
23,"Mar 2-8","Billing QA",199,130,"Agent 130",covered,,2,2,7,2,0,
23,"Mar 2-8","Billing QA",199,131,"Agent 131",covered,,2,2,2,3,0,
23,"Mar 2-8","Billing QA",199,132,"Agent 132",covered,,2,2,3,4,0,
23,"Mar 2-8","Billing QA",199,133,"Agent 133",covered,,2,2,4,1,0,
23,"Mar 2-8","Billing QA",199,134,"Agent 134",covered,,2,2,5,2,0,
23,"Mar 2-8","Billing QA",199,135,"Agent 135",covered,,2,2,6,3,0,
23,"Mar 2-8","Billing QA",199,136,"Agent 136",covered,,2,2,7,4,0,
23,"Mar 2-8","Billing QA",199,137,"Agent 137",covered,,2,2,2,1,0,
23,"Mar 2-8","Billing QA",199,138,"Agent 138",covered,,2,2,3,2,0,
23,"Mar 2-8","Billing QA",199,139,"Agent 139",at_risk,ALL_EVALUATORS_AT_CAPACITY,2,0,4,3,2,"Eligible conversations could not be assigned due to evaluator workload limits."
23,"Mar 2-8","Billing QA",199,140,"Agent 140",covered,,2,2,5,4,0,
23,"Mar 2-8","Billing QA",199,141,"Agent 141",covered,,2,2,6,1,0,
23,"Mar 2-8","Billing QA",199,142,"Agent 142",covered,,2,2,7,2,0,
23,"Mar 2-8","Billing QA",199,143,"Agent 143",covered,,2,2,2,3,0,
23,"Mar 2-8","Billing QA",199,144,"Agent 144",covered,,2,2,3,4,0,
23,"Mar 2-8","Billing QA",199,145,"Agent 145",covered,,2,2,4,1,0,
23,"Mar 2-8","Billing QA",199,146,"Agent 146",covered,,2,2,5,2,0,
23,"Mar 2-8","Billing QA",199,147,"Agent 147",covered,,2,2,6,3,0,
23,"Mar 2-8","Billing QA",199,148,"Agent 148",covered,,2,2,7,4,0,
23,"Mar 2-8","Billing QA",199,149,"Agent 149",covered,,2,2,2,1,0,
23,"Mar 2-8","Billing QA",199,150,"Agent 150",at_risk,NO_MATCHING_CONVERSATIONS,2,0,3,0,0,"Conversations existed but did not match rule filters."
23,"Mar 2-8","Billing QA",199,151,"Agent 151",covered,,2,2,4,3,0,
23,"Mar 2-8","Billing QA",199,152,"Agent 152",covered,,2,2,5,4,0,
23,"Mar 2-8","Billing QA",199,153,"Agent 153",covered,,2,2,6,1,0,
23,"Mar 2-8","Billing QA",199,154,"Agent 154",covered,,2,2,7,2,0,
23,"Mar 2-8","Billing QA",199,155,"Agent 155",covered,,2,2,2,3,0,
23,"Mar 2-8","Billing QA",199,156,"Agent 156",covered,,2,2,3,4,0,
23,"Mar 2-8","Billing QA",199,157,"Agent 157",covered,,2,2,4,1,0,
23,"Mar 2-8","Billing QA",199,158,"Agent 158",covered,,2,2,5,2,0,
23,"Mar 2-8","Billing QA",199,159,"Agent 159",covered,,2,2,6,3,0,
23,"Mar 2-8","Billing QA",199,159,"Agent 159",informational,QUOTA_MET_BY_ANOTHER_RULE,2,2,1,1,0,"Coverage requirement already met by another rule in the same period."
23,"Mar 2-8","Billing QA",199,160,"Agent 160",covered,,2,2,7,4,0,
23,"Mar 2-8","Card Disputes QA",200,1,"Agent 001",covered,,2,2,5,1,0,
23,"Mar 2-8","Card Disputes QA",200,2,"Agent 002",covered,,2,2,6,2,0,
23,"Mar 2-8","Card Disputes QA",200,3,"Agent 003",covered,,2,2,7,3,0,
23,"Mar 2-8","Card Disputes QA",200,4,"Agent 004",at_risk,EVALUATOR_UNAVAILABLE,2,0,2,4,3,"Evaluator availability blocked assignment in this run."
23,"Mar 2-8","Card Disputes QA",200,5,"Agent 005",covered,,2,2,3,1,0,
23,"Mar 2-8","Card Disputes QA",200,6,"Agent 006",covered,,2,2,4,2,0,
23,"Mar 2-8","Card Disputes QA",200,7,"Agent 007",covered,,2,2,5,3,0,
23,"Mar 2-8","Card Disputes QA",200,8,"Agent 008",covered,,2,2,6,4,0,
23,"Mar 2-8","Card Disputes QA",200,9,"Agent 009",covered,,2,2,7,1,0,
23,"Mar 2-8","Card Disputes QA",200,10,"Agent 010",covered,,2,2,2,2,0,
23,"Mar 2-8","Card Disputes QA",200,11,"Agent 011",covered,,2,2,3,3,0,
23,"Mar 2-8","Card Disputes QA",200,12,"Agent 012",covered,,2,2,4,4,0,
23,"Mar 2-8","Card Disputes QA",200,13,"Agent 013",covered,,2,2,5,1,0,
23,"Mar 2-8","Card Disputes QA",200,14,"Agent 014",covered,,2,2,6,2,0,
23,"Mar 2-8","Card Disputes QA",200,15,"Agent 015",at_risk,ALL_EVALUATORS_AT_CAPACITY,2,0,7,3,2,"Eligible conversations could not be assigned due to evaluator workload limits."
23,"Mar 2-8","Card Disputes QA",200,16,"Agent 016",covered,,2,2,2,4,0,
23,"Mar 2-8","Card Disputes QA",200,17,"Agent 017",covered,,2,2,3,1,0,
23,"Mar 2-8","Card Disputes QA",200,18,"Agent 018",covered,,2,2,4,2,0,
23,"Mar 2-8","Card Disputes QA",200,19,"Agent 019",covered,,2,2,5,3,0,
23,"Mar 2-8","Card Disputes QA",200,20,"Agent 020",covered,,2,2,6,4,0,
23,"Mar 2-8","Card Disputes QA",200,21,"Agent 021",covered,,2,2,7,1,0,
23,"Mar 2-8","Card Disputes QA",200,22,"Agent 022",covered,,2,2,2,2,0,
23,"Mar 2-8","Card Disputes QA",200,23,"Agent 023",covered,,2,2,3,3,0,
23,"Mar 2-8","Card Disputes QA",200,24,"Agent 024",covered,,2,2,4,4,0,
23,"Mar 2-8","Card Disputes QA",200,25,"Agent 025",covered,,2,2,5,1,0,
23,"Mar 2-8","Card Disputes QA",200,26,"Agent 026",at_risk,NO_MATCHING_CONVERSATIONS,2,0,6,0,0,"Conversations existed but did not match rule filters."
23,"Mar 2-8","Card Disputes QA",200,27,"Agent 027",covered,,2,2,7,3,0,
23,"Mar 2-8","Card Disputes QA",200,28,"Agent 028",covered,,2,2,2,4,0,
23,"Mar 2-8","Card Disputes QA",200,29,"Agent 029",covered,,2,2,3,1,0,
23,"Mar 2-8","Card Disputes QA",200,30,"Agent 030",covered,,2,2,4,2,0,
23,"Mar 2-8","Card Disputes QA",200,31,"Agent 031",covered,,2,2,5,3,0,
23,"Mar 2-8","Card Disputes QA",200,32,"Agent 032",covered,,2,2,6,4,0,
23,"Mar 2-8","Card Disputes QA",200,33,"Agent 033",covered,,2,2,7,1,0,
23,"Mar 2-8","Card Disputes QA",200,34,"Agent 034",covered,,2,2,2,2,0,
23,"Mar 2-8","Card Disputes QA",200,35,"Agent 035",covered,,2,2,3,3,0,
23,"Mar 2-8","Card Disputes QA",200,36,"Agent 036",covered,,2,2,4,4,0,
23,"Mar 2-8","Card Disputes QA",200,37,"Agent 037",at_risk,EVALUATOR_UNAVAILABLE,2,0,5,1,3,"Evaluator availability blocked assignment in this run."
23,"Mar 2-8","Card Disputes QA",200,38,"Agent 038",covered,,2,2,6,2,0,
23,"Mar 2-8","Card Disputes QA",200,39,"Agent 039",covered,,2,2,7,3,0,
23,"Mar 2-8","Card Disputes QA",200,40,"Agent 040",covered,,2,2,2,4,0,
23,"Mar 2-8","Card Disputes QA",200,41,"Agent 041",covered,,2,2,3,1,0,
23,"Mar 2-8","Card Disputes QA",200,42,"Agent 042",covered,,2,2,4,2,0,
23,"Mar 2-8","Card Disputes QA",200,43,"Agent 043",covered,,2,2,5,3,0,
23,"Mar 2-8","Card Disputes QA",200,44,"Agent 044",covered,,2,2,6,4,0,
23,"Mar 2-8","Card Disputes QA",200,45,"Agent 045",covered,,2,2,7,1,0,
23,"Mar 2-8","Card Disputes QA",200,46,"Agent 046",covered,,2,2,2,2,0,
23,"Mar 2-8","Card Disputes QA",200,47,"Agent 047",covered,,2,2,3,3,0,
23,"Mar 2-8","Card Disputes QA",200,48,"Agent 048",at_risk,ALL_EVALUATORS_AT_CAPACITY,2,0,4,4,2,"Eligible conversations could not be assigned due to evaluator workload limits."
23,"Mar 2-8","Card Disputes QA",200,49,"Agent 049",covered,,2,2,5,1,0,
23,"Mar 2-8","Card Disputes QA",200,50,"Agent 050",covered,,2,2,6,2,0,
23,"Mar 2-8","Card Disputes QA",200,51,"Agent 051",covered,,2,2,7,3,0,
23,"Mar 2-8","Card Disputes QA",200,52,"Agent 052",covered,,2,2,2,4,0,
23,"Mar 2-8","Card Disputes QA",200,53,"Agent 053",covered,,2,2,3,1,0,
23,"Mar 2-8","Card Disputes QA",200,53,"Agent 053",informational,QUOTA_MET_BY_ANOTHER_RULE,2,2,1,1,0,"Coverage requirement already met by another rule in the same period."
23,"Mar 2-8","Card Disputes QA",200,54,"Agent 054",covered,,2,2,4,2,0,
23,"Mar 2-8","Card Disputes QA",200,55,"Agent 055",covered,,2,2,5,3,0,
23,"Mar 2-8","Card Disputes QA",200,56,"Agent 056",covered,,2,2,6,4,0,
23,"Mar 2-8","Card Disputes QA",200,57,"Agent 057",covered,,2,2,7,1,0,
23,"Mar 2-8","Card Disputes QA",200,58,"Agent 058",covered,,2,2,2,2,0,
23,"Mar 2-8","Card Disputes QA",200,59,"Agent 059",at_risk,NO_MATCHING_CONVERSATIONS,2,0,3,0,0,"Conversations existed but did not match rule filters."
23,"Mar 2-8","Card Disputes QA",200,60,"Agent 060",covered,,2,2,4,4,0,
23,"Mar 2-8","Card Disputes QA",200,61,"Agent 061",covered,,2,2,5,1,0,
23,"Mar 2-8","Card Disputes QA",200,62,"Agent 062",covered,,2,2,6,2,0,
23,"Mar 2-8","Card Disputes QA",200,63,"Agent 063",covered,,2,2,7,3,0,
23,"Mar 2-8","Card Disputes QA",200,64,"Agent 064",covered,,2,2,2,4,0,
23,"Mar 2-8","Card Disputes QA",200,65,"Agent 065",covered,,2,2,3,1,0,
23,"Mar 2-8","Card Disputes QA",200,66,"Agent 066",covered,,2,2,4,2,0,
23,"Mar 2-8","Card Disputes QA",200,67,"Agent 067",covered,,2,2,5,3,0,
23,"Mar 2-8","Card Disputes QA",200,68,"Agent 068",covered,,2,2,6,4,0,
23,"Mar 2-8","Card Disputes QA",200,69,"Agent 069",covered,,2,2,7,1,0,
23,"Mar 2-8","Card Disputes QA",200,70,"Agent 070",at_risk,EVALUATOR_UNAVAILABLE,2,0,2,2,3,"Evaluator availability blocked assignment in this run."
23,"Mar 2-8","Card Disputes QA",200,71,"Agent 071",covered,,2,2,3,3,0,
23,"Mar 2-8","Card Disputes QA",200,72,"Agent 072",covered,,2,2,4,4,0,
23,"Mar 2-8","Card Disputes QA",200,73,"Agent 073",covered,,2,2,5,1,0,
23,"Mar 2-8","Card Disputes QA",200,74,"Agent 074",covered,,2,2,6,2,0,
23,"Mar 2-8","Card Disputes QA",200,75,"Agent 075",covered,,2,2,7,3,0,
23,"Mar 2-8","Card Disputes QA",200,76,"Agent 076",covered,,2,2,2,4,0,
23,"Mar 2-8","Card Disputes QA",200,77,"Agent 077",covered,,2,2,3,1,0,
23,"Mar 2-8","Card Disputes QA",200,78,"Agent 078",covered,,2,2,4,2,0,
23,"Mar 2-8","Card Disputes QA",200,79,"Agent 079",covered,,2,2,5,3,0,
23,"Mar 2-8","Card Disputes QA",200,80,"Agent 080",covered,,2,2,6,4,0,
23,"Mar 2-8","Card Disputes QA",200,81,"Agent 081",at_risk,ALL_EVALUATORS_AT_CAPACITY,2,0,7,1,2,"Eligible conversations could not be assigned due to evaluator workload limits."
23,"Mar 2-8","Card Disputes QA",200,82,"Agent 082",covered,,2,2,2,2,0,
23,"Mar 2-8","Card Disputes QA",200,83,"Agent 083",covered,,2,2,3,3,0,
23,"Mar 2-8","Card Disputes QA",200,84,"Agent 084",covered,,2,2,4,4,0,
23,"Mar 2-8","Card Disputes QA",200,85,"Agent 085",covered,,2,2,5,1,0,
23,"Mar 2-8","Card Disputes QA",200,86,"Agent 086",covered,,2,2,6,2,0,
23,"Mar 2-8","Card Disputes QA",200,87,"Agent 087",covered,,2,2,7,3,0,
23,"Mar 2-8","Card Disputes QA",200,88,"Agent 088",covered,,2,2,2,4,0,
23,"Mar 2-8","Card Disputes QA",200,89,"Agent 089",covered,,2,2,3,1,0,
23,"Mar 2-8","Card Disputes QA",200,90,"Agent 090",covered,,2,2,4,2,0,
23,"Mar 2-8","Card Disputes QA",200,91,"Agent 091",covered,,2,2,5,3,0,
23,"Mar 2-8","Card Disputes QA",200,92,"Agent 092",at_risk,NO_MATCHING_CONVERSATIONS,2,0,6,0,0,"Conversations existed but did not match rule filters."
23,"Mar 2-8","Card Disputes QA",200,93,"Agent 093",covered,,2,2,7,1,0,
23,"Mar 2-8","Card Disputes QA",200,94,"Agent 094",covered,,2,2,2,2,0,
23,"Mar 2-8","Card Disputes QA",200,95,"Agent 095",covered,,2,2,3,3,0,
23,"Mar 2-8","Card Disputes QA",200,96,"Agent 096",covered,,2,2,4,4,0,
23,"Mar 2-8","Card Disputes QA",200,97,"Agent 097",covered,,2,2,5,1,0,
23,"Mar 2-8","Card Disputes QA",200,98,"Agent 098",covered,,2,2,6,2,0,
23,"Mar 2-8","Card Disputes QA",200,99,"Agent 099",covered,,2,2,7,3,0,
23,"Mar 2-8","Card Disputes QA",200,100,"Agent 100",covered,,2,2,2,4,0,
23,"Mar 2-8","Card Disputes QA",200,101,"Agent 101",covered,,2,2,3,1,0,
23,"Mar 2-8","Card Disputes QA",200,102,"Agent 102",covered,,2,2,4,2,0,
23,"Mar 2-8","Card Disputes QA",200,103,"Agent 103",at_risk,EVALUATOR_UNAVAILABLE,2,0,5,3,3,"Evaluator availability blocked assignment in this run."
23,"Mar 2-8","Card Disputes QA",200,104,"Agent 104",covered,,2,2,6,4,0,
23,"Mar 2-8","Card Disputes QA",200,105,"Agent 105",covered,,2,2,7,1,0,
23,"Mar 2-8","Card Disputes QA",200,106,"Agent 106",covered,,2,2,2,2,0,
