week_id,week_label,rule_name,rule_run_id,evaluator_id,evaluator_name,evaluator_state,issue_code,workload_limit,assignments_received,context_note
22,"Feb 23-Mar 1","Claims Exception Queue",192,21,"Evaluator 21",active,,21,19,
22,"Feb 23-Mar 1","Claims Exception Queue",192,22,"Evaluator 22",active,,22,19,
22,"Feb 23-Mar 1","Claims Exception Queue",192,23,"Evaluator 23",idle,ALL_EVALUATORS_AT_CAPACITY,23,0,"Workload limit reached for this evaluator in this rule run."
22,"Feb 23-Mar 1","Claims Exception Queue",192,24,"Evaluator 24",active,,24,19,
22,"Feb 23-Mar 1","Escalation Sweep - Weekend Priority",193,17,"Evaluator 17",active,,20,17,
22,"Feb 23-Mar 1","Escalation Sweep - Weekend Priority",193,18,"Evaluator 18",active,,21,21,
22,"Feb 23-Mar 1","Escalation Sweep - Weekend Priority",193,19,"Evaluator 19",active,,22,21,
22,"Feb 23-Mar 1","Escalation Sweep - Weekend Priority",193,20,"Evaluator 20",active,,23,21,
22,"Feb 23-Mar 1","Escalation Sweep - Weekend Priority",193,38,"Evaluator 38",active,,25,25,
22,"Feb 23-Mar 1","Legacy Escalation QA",194,1,"Evaluator 01",active,,22,19,
22,"Feb 23-Mar 1","Legacy Escalation QA",194,2,"Evaluator 02",active,,23,23,
22,"Feb 23-Mar 1","Legacy Escalation QA",194,3,"Evaluator 03",active,,24,23,
22,"Feb 23-Mar 1","Legacy Escalation QA",194,4,"Evaluator 04",active,,25,23,
22,"Feb 23-Mar 1","Mortgage Queue",195,5,"Evaluator 05",active,,23,20,
22,"Feb 23-Mar 1","Mortgage Queue",195,6,"Evaluator 06",active,,24,20,
22,"Feb 23-Mar 1","Mortgage Queue",195,7,"Evaluator 07",active,,25,20,
22,"Feb 23-Mar 1","Mortgage Queue",195,8,"Evaluator 08",active,,20,14,
22,"Feb 23-Mar 1","Mortgage Queue",195,37,"Evaluator 37",active,,24,17,
22,"Feb 23-Mar 1","Onboarding Calls QA",196,33,"Evaluator 33",active,,24,21,
22,"Feb 23-Mar 1","Onboarding Calls QA",196,34,"Evaluator 34",active,,25,25,
22,"Feb 23-Mar 1","Onboarding Calls QA",196,35,"Evaluator 35",active,,20,19,
22,"Feb 23-Mar 1","Onboarding Calls QA",196,36,"Evaluator 36",active,,21,19,
22,"Feb 23-Mar 1","Renewals - TL Review Batch",197,9,"Evaluator 09",active,,24,21,
22,"Feb 23-Mar 1","Renewals - TL Review Batch",197,10,"Evaluator 10",active,,25,25,
22,"Feb 23-Mar 1","Renewals - TL Review Batch",197,11,"Evaluator 11",active,,20,19,
22,"Feb 23-Mar 1","Renewals - TL Review Batch",197,12,"Evaluator 12",active,,21,19,
22,"Feb 23-Mar 1","Savings Product - QA Rotation",198,13,"Evaluator 13",informational,RULE_DID_NOT_EXECUTE,25,0,"Rule did not execute; evaluator assignments were not processed."
22,"Feb 23-Mar 1","Savings Product - QA Rotation",198,14,"Evaluator 14",informational,RULE_DID_NOT_EXECUTE,20,0,"Rule did not execute; evaluator assignments were not processed."
22,"Feb 23-Mar 1","Savings Product - QA Rotation",198,15,"Evaluator 15",informational,RULE_DID_NOT_EXECUTE,21,0,"Rule did not execute; evaluator assignments were not processed."
22,"Feb 23-Mar 1","Savings Product - QA Rotation",198,16,"Evaluator 16",informational,RULE_DID_NOT_EXECUTE,22,0,"Rule did not execute; evaluator assignments were not processed."
21,"Feb 16-22","Billing QA",181,25,"Evaluator 25",active,,22,20,
21,"Feb 16-22","Billing QA",181,26,"Evaluator 26",active,,23,20,
21,"Feb 16-22","Billing QA",181,27,"Evaluator 27",active,,24,24,
21,"Feb 16-22","Billing QA",181,28,"Evaluator 28",active,,25,24,
21,"Feb 16-22","Card Disputes QA",182,29,"Evaluator 29",active,,23,21,
21,"Feb 16-22","Card Disputes QA",182,30,"Evaluator 30",active,,24,21,
21,"Feb 16-22","Card Disputes QA",182,31,"Evaluator 31",active,,25,25,
21,"Feb 16-22","Card Disputes QA",182,32,"Evaluator 32",active,,20,19,
21,"Feb 16-22","Card Disputes QA",182,39,"Evaluator 39",active,,23,23,
21,"Feb 16-22","Claims Exception Queue",183,21,"Evaluator 21",active,,21,19,
21,"Feb 16-22","Claims Exception Queue",183,22,"Evaluator 22",active,,22,19,
21,"Feb 16-22","Claims Exception Queue",183,23,"Evaluator 23",active,,23,23,
21,"Feb 16-22","Claims Exception Queue",183,24,"Evaluator 24",active,,24,23,
21,"Feb 16-22","Escalation Sweep - Weekend Priority",184,17,"Evaluator 17",active,,20,18,
21,"Feb 16-22","Escalation Sweep - Weekend Priority",184,18,"Evaluator 18",active,,21,18,
21,"Feb 16-22","Escalation Sweep - Weekend Priority",184,19,"Evaluator 19",active,,22,22,
21,"Feb 16-22","Escalation Sweep - Weekend Priority",184,20,"Evaluator 20",active,,23,22,
21,"Feb 16-22","Escalation Sweep - Weekend Priority",184,38,"Evaluator 38",active,,25,22,
21,"Feb 16-22","Legacy Escalation QA",185,1,"Evaluator 01",active,,22,20,
21,"Feb 16-22","Legacy Escalation QA",185,2,"Evaluator 02",active,,23,20,
21,"Feb 16-22","Legacy Escalation QA",185,3,"Evaluator 03",active,,24,24,
21,"Feb 16-22","Legacy Escalation QA",185,4,"Evaluator 04",active,,25,24,
21,"Feb 16-22","Mortgage Queue",186,5,"Evaluator 05",active,,23,21,
21,"Feb 16-22","Mortgage Queue",186,6,"Evaluator 06",active,,24,21,
21,"Feb 16-22","Mortgage Queue",186,7,"Evaluator 07",active,,25,25,
21,"Feb 16-22","Mortgage Queue",186,8,"Evaluator 08",active,,20,19,
21,"Feb 16-22","Mortgage Queue",186,37,"Evaluator 37",active,,24,22,
21,"Feb 16-22","Onboarding Calls QA",187,33,"Evaluator 33",active,,24,22,
21,"Feb 16-22","Onboarding Calls QA",187,34,"Evaluator 34",active,,25,22,
21,"Feb 16-22","Onboarding Calls QA",187,35,"Evaluator 35",active,,20,20,
21,"Feb 16-22","Onboarding Calls QA",187,36,"Evaluator 36",active,,21,20,
21,"Feb 16-22","Renewals - TL Review Batch",188,9,"Evaluator 09",active,,24,22,
21,"Feb 16-22","Renewals - TL Review Batch",188,10,"Evaluator 10",active,,25,22,
21,"Feb 16-22","Renewals - TL Review Batch",188,11,"Evaluator 11",active,,20,20,
21,"Feb 16-22","Renewals - TL Review Batch",188,12,"Evaluator 12",active,,21,20,
21,"Feb 16-22","Savings Product - QA Rotation",189,13,"Evaluator 13",active,,25,23,
21,"Feb 16-22","Savings Product - QA Rotation",189,14,"Evaluator 14",active,,20,17,
21,"Feb 16-22","Savings Product - QA Rotation",189,15,"Evaluator 15",active,,21,21,
21,"Feb 16-22","Savings Product - QA Rotation",189,16,"Evaluator 16",active,,22,21,
20,"Feb 9-15","Billing QA",172,25,"Evaluator 25",active,,22,21,
20,"Feb 9-15","Billing QA",172,26,"Evaluator 26",active,,23,21,
20,"Feb 9-15","Billing QA",172,27,"Evaluator 27",active,,24,21,
20,"Feb 9-15","Billing QA",172,28,"Evaluator 28",active,,25,25,
20,"Feb 9-15","Card Disputes QA",173,29,"Evaluator 29",active,,23,20,
20,"Feb 9-15","Card Disputes QA",173,30,"Evaluator 30",active,,24,20,
20,"Feb 9-15","Card Disputes QA",173,31,"Evaluator 31",active,,25,20,
20,"Feb 9-15","Card Disputes QA",173,32,"Evaluator 32",active,,20,14,
20,"Feb 9-15","Card Disputes QA",173,39,"Evaluator 39",active,,23,17,
20,"Feb 9-15","Claims Exception Queue",174,21,"Evaluator 21",informational,RULE_DID_NOT_EXECUTE,21,0,"Rule did not execute; evaluator assignments were not processed."
20,"Feb 9-15","Claims Exception Queue",174,22,"Evaluator 22",informational,RULE_DID_NOT_EXECUTE,22,0,"Rule did not execute; evaluator assignments were not processed."
20,"Feb 9-15","Claims Exception Queue",174,23,"Evaluator 23",informational,RULE_DID_NOT_EXECUTE,23,0,"Rule did not execute; evaluator assignments were not processed."
20,"Feb 9-15","Claims Exception Queue",174,24,"Evaluator 24",informational,RULE_DID_NOT_EXECUTE,24,0,"Rule did not execute; evaluator assignments were not processed."
20,"Feb 9-15","Escalation Sweep - Weekend Priority",175,17,"Evaluator 17",active,,20,19,
20,"Feb 9-15","Escalation Sweep - Weekend Priority",175,18,"Evaluator 18",active,,21,19,
20,"Feb 9-15","Escalation Sweep - Weekend Priority",175,19,"Evaluator 19",active,,22,19,
20,"Feb 9-15","Escalation Sweep - Weekend Priority",175,20,"Evaluator 20",active,,23,23,
20,"Feb 9-15","Escalation Sweep - Weekend Priority",175,38,"Evaluator 38",active,,25,23,
20,"Feb 9-15","Legacy Escalation QA",176,1,"Evaluator 01",active,,22,21,
20,"Feb 9-15","Legacy Escalation QA",176,2,"Evaluator 02",active,,23,21,
20,"Feb 9-15","Legacy Escalation QA",176,3,"Evaluator 03",active,,24,21,
20,"Feb 9-15","Legacy Escalation QA",176,4,"Evaluator 04",active,,25,25,
20,"Feb 9-15","Mortgage Queue",177,5,"Evaluator 05",active,,23,22,
20,"Feb 9-15","Mortgage Queue",177,6,"Evaluator 06",active,,24,22,
20,"Feb 9-15","Mortgage Queue",177,7,"Evaluator 07",active,,25,22,
20,"Feb 9-15","Mortgage Queue",177,8,"Evaluator 08",active,,20,20,
20,"Feb 9-15","Mortgage Queue",177,37,"Evaluator 37",active,,24,23,
20,"Feb 9-15","Onboarding Calls QA",178,33,"Evaluator 33",active,,24,23,
20,"Feb 9-15","Onboarding Calls QA",178,34,"Evaluator 34",active,,25,23,
20,"Feb 9-15","Onboarding Calls QA",178,35,"Evaluator 35",active,,20,17,
20,"Feb 9-15","Onboarding Calls QA",178,36,"Evaluator 36",active,,21,21,
20,"Feb 9-15","Renewals - TL Review Batch",179,9,"Evaluator 09",active,,24,23,
20,"Feb 9-15","Renewals - TL Review Batch",179,10,"Evaluator 10",active,,25,23,
20,"Feb 9-15","Renewals - TL Review Batch",179,11,"Evaluator 11",active,,20,17,
20,"Feb 9-15","Renewals - TL Review Batch",179,12,"Evaluator 12",active,,21,21,
20,"Feb 9-15","Savings Product - QA Rotation",180,13,"Evaluator 13",active,,25,21,
20,"Feb 9-15","Savings Product - QA Rotation",180,14,"Evaluator 14",active,,20,15,
20,"Feb 9-15","Savings Product - QA Rotation",180,15,"Evaluator 15",active,,21,15,
20,"Feb 9-15","Savings Product - QA Rotation",180,16,"Evaluator 16",active,,22,15,
19,"Feb 2-8","Billing QA",163,25,"Evaluator 25",active,,22,22,
19,"Feb 2-8","Billing QA",163,26,"Evaluator 26",active,,23,22,
19,"Feb 2-8","Billing QA",163,27,"Evaluator 27",active,,24,22,
19,"Feb 2-8","Billing QA",163,28,"Evaluator 28",active,,25,22,
19,"Feb 2-8","Card Disputes QA",164,29,"Evaluator 29",active,,23,23,
19,"Feb 2-8","Card Disputes QA",164,30,"Evaluator 30",active,,24,23,
19,"Feb 2-8","Card Disputes QA",164,31,"Evaluator 31",active,,25,23,
19,"Feb 2-8","Card Disputes QA",164,32,"Evaluator 32",active,,20,17,
19,"Feb 2-8","Card Disputes QA",164,39,"Evaluator 39",active,,23,21,
19,"Feb 2-8","Claims Exception Queue",165,21,"Evaluator 21",active,,21,21,
19,"Feb 2-8","Claims Exception Queue",165,22,"Evaluator 22",active,,22,21,
19,"Feb 2-8","Claims Exception Queue",165,23,"Evaluator 23",active,,23,21,
19,"Feb 2-8","Claims Exception Queue",165,24,"Evaluator 24",active,,24,21,
19,"Feb 2-8","Escalation Sweep - Weekend Priority",166,17,"Evaluator 17",active,,20,20,
19,"Feb 2-8","Escalation Sweep - Weekend Priority",166,18,"Evaluator 18",active,,21,20,
19,"Feb 2-8","Escalation Sweep - Weekend Priority",166,19,"Evaluator 19",active,,22,20,
19,"Feb 2-8","Escalation Sweep - Weekend Priority",166,20,"Evaluator 20",active,,23,20,
19,"Feb 2-8","Escalation Sweep - Weekend Priority",166,38,"Evaluator 38",active,,25,24,
19,"Feb 2-8","Legacy Escalation QA",167,1,"Evaluator 01",active,,22,22,
19,"Feb 2-8","Legacy Escalation QA",167,2,"Evaluator 02",active,,23,22,
19,"Feb 2-8","Legacy Escalation QA",167,3,"Evaluator 03",active,,24,22,
19,"Feb 2-8","Legacy Escalation QA",167,4,"Evaluator 04",active,,25,22,
19,"Feb 2-8","Mortgage Queue",168,5,"Evaluator 05",active,,23,23,
19,"Feb 2-8","Mortgage Queue",168,6,"Evaluator 06",active,,24,23,
19,"Feb 2-8","Mortgage Queue",168,7,"Evaluator 07",active,,25,23,
19,"Feb 2-8","Mortgage Queue",168,8,"Evaluator 08",active,,20,17,
19,"Feb 2-8","Mortgage Queue",168,37,"Evaluator 37",active,,24,24,
19,"Feb 2-8","Onboarding Calls QA",169,33,"Evaluator 33",active,,24,24,
19,"Feb 2-8","Onboarding Calls QA",169,34,"Evaluator 34",active,,25,24,
19,"Feb 2-8","Onboarding Calls QA",169,35,"Evaluator 35",active,,20,18,
19,"Feb 2-8","Onboarding Calls QA",169,36,"Evaluator 36",active,,21,18,
19,"Feb 2-8","Renewals - TL Review Batch",170,9,"Evaluator 09",active,,24,24,
19,"Feb 2-8","Renewals - TL Review Batch",170,10,"Evaluator 10",active,,25,24,
19,"Feb 2-8","Renewals - TL Review Batch",170,11,"Evaluator 11",active,,20,18,
19,"Feb 2-8","Renewals - TL Review Batch",170,12,"Evaluator 12",active,,21,18,
19,"Feb 2-8","Savings Product - QA Rotation",171,13,"Evaluator 13",active,,25,25,
19,"Feb 2-8","Savings Product - QA Rotation",171,14,"Evaluator 14",active,,20,19,
19,"Feb 2-8","Savings Product - QA Rotation",171,15,"Evaluator 15",active,,21,19,
19,"Feb 2-8","Savings Product - QA Rotation",171,16,"Evaluator 16",active,,22,19,
18,"Jan 26-Feb 1","Billing QA",154,25,"Evaluator 25",active,,22,19,
18,"Jan 26-Feb 1","Billing QA",154,26,"Evaluator 26",active,,23,23,
18,"Jan 26-Feb 1","Billing QA",154,27,"Evaluator 27",active,,24,23,
18,"Jan 26-Feb 1","Billing QA",154,28,"Evaluator 28",active,,25,23,
18,"Jan 26-Feb 1","Card Disputes QA",155,29,"Evaluator 29",informational,RULE_DID_NOT_EXECUTE,23,0,"Rule did not execute; evaluator assignments were not processed."
18,"Jan 26-Feb 1","Card Disputes QA",155,30,"Evaluator 30",informational,RULE_DID_NOT_EXECUTE,24,0,"Rule did not execute; evaluator assignments were not processed."
18,"Jan 26-Feb 1","Card Disputes QA",155,31,"Evaluator 31",informational,RULE_DID_NOT_EXECUTE,25,0,"Rule did not execute; evaluator assignments were not processed."
18,"Jan 26-Feb 1","Card Disputes QA",155,32,"Evaluator 32",informational,RULE_DID_NOT_EXECUTE,20,0,"Rule did not execute; evaluator assignments were not processed."
18,"Jan 26-Feb 1","Card Disputes QA",155,39,"Evaluator 39",informational,RULE_DID_NOT_EXECUTE,23,0,"Rule did not execute; evaluator assignments were not processed."
18,"Jan 26-Feb 1","Claims Exception Queue",156,21,"Evaluator 21",active,,21,16,
18,"Jan 26-Feb 1","Claims Exception Queue",156,22,"Evaluator 22",active,,22,16,
18,"Jan 26-Feb 1","Claims Exception Queue",156,23,"Evaluator 23",active,,23,16,
18,"Jan 26-Feb 1","Claims Exception Queue",156,24,"Evaluator 24",active,,24,16,
18,"Jan 26-Feb 1","Escalation Sweep - Weekend Priority",157,17,"Evaluator 17",active,,20,17,
18,"Jan 26-Feb 1","Escalation Sweep - Weekend Priority",157,18,"Evaluator 18",active,,21,21,
18,"Jan 26-Feb 1","Escalation Sweep - Weekend Priority",157,19,"Evaluator 19",active,,22,21,
18,"Jan 26-Feb 1","Escalation Sweep - Weekend Priority",157,20,"Evaluator 20",active,,23,21,
18,"Jan 26-Feb 1","Escalation Sweep - Weekend Priority",157,38,"Evaluator 38",active,,25,25,
18,"Jan 26-Feb 1","Legacy Escalation QA",158,1,"Evaluator 01",active,,22,19,
18,"Jan 26-Feb 1","Legacy Escalation QA",158,2,"Evaluator 02",active,,23,23,
18,"Jan 26-Feb 1","Legacy Escalation QA",158,3,"Evaluator 03",active,,24,23,
18,"Jan 26-Feb 1","Legacy Escalation QA",158,4,"Evaluator 04",active,,25,23,
18,"Jan 26-Feb 1","Mortgage Queue",159,5,"Evaluator 05",active,,23,17,
18,"Jan 26-Feb 1","Mortgage Queue",159,6,"Evaluator 06",active,,24,17,
18,"Jan 26-Feb 1","Mortgage Queue",159,7,"Evaluator 07",active,,25,17,
18,"Jan 26-Feb 1","Mortgage Queue",159,8,"Evaluator 08",active,,20,18,
18,"Jan 26-Feb 1","Mortgage Queue",159,37,"Evaluator 37",active,,24,21,
18,"Jan 26-Feb 1","Onboarding Calls QA",160,33,"Evaluator 33",active,,24,21,
18,"Jan 26-Feb 1","Onboarding Calls QA",160,34,"Evaluator 34",active,,25,25,
18,"Jan 26-Feb 1","Onboarding Calls QA",160,35,"Evaluator 35",active,,20,19,
18,"Jan 26-Feb 1","Onboarding Calls QA",160,36,"Evaluator 36",active,,21,19,
18,"Jan 26-Feb 1","Renewals - TL Review Batch",161,9,"Evaluator 09",active,,24,21,
18,"Jan 26-Feb 1","Renewals - TL Review Batch",161,10,"Evaluator 10",active,,25,25,
18,"Jan 26-Feb 1","Renewals - TL Review Batch",161,11,"Evaluator 11",active,,20,19,
18,"Jan 26-Feb 1","Renewals - TL Review Batch",161,12,"Evaluator 12",active,,21,19,
18,"Jan 26-Feb 1","Savings Product - QA Rotation",162,13,"Evaluator 13",active,,25,22,
18,"Jan 26-Feb 1","Savings Product - QA Rotation",162,14,"Evaluator 14",active,,20,20,
18,"Jan 26-Feb 1","Savings Product - QA Rotation",162,15,"Evaluator 15",active,,21,20,
18,"Jan 26-Feb 1","Savings Product - QA Rotation",162,16,"Evaluator 16",active,,22,20,
17,"Jan 19-25","Billing QA",145,25,"Evaluator 25",active,,22,20,
17,"Jan 19-25","Billing QA",145,26,"Evaluator 26",active,,23,20,
17,"Jan 19-25","Billing QA",145,27,"Evaluator 27",active,,24,24,
17,"Jan 19-25","Billing QA",145,28,"Evaluator 28",active,,25,24,
17,"Jan 19-25","Card Disputes QA",146,29,"Evaluator 29",active,,23,21,
17,"Jan 19-25","Card Disputes QA",146,30,"Evaluator 30",active,,24,21,
17,"Jan 19-25","Card Disputes QA",146,31,"Evaluator 31",active,,25,25,
17,"Jan 19-25","Card Disputes QA",146,32,"Evaluator 32",active,,20,19,
17,"Jan 19-25","Card Disputes QA",146,39,"Evaluator 39",active,,23,23,
17,"Jan 19-25","Claims Exception Queue",147,21,"Evaluator 21",active,,21,19,
17,"Jan 19-25","Claims Exception Queue",147,22,"Evaluator 22",active,,22,19,
17,"Jan 19-25","Claims Exception Queue",147,23,"Evaluator 23",active,,23,23,
17,"Jan 19-25","Claims Exception Queue",147,24,"Evaluator 24",active,,24,23,
17,"Jan 19-25","Escalation Sweep - Weekend Priority",148,17,"Evaluator 17",active,,20,18,
17,"Jan 19-25","Escalation Sweep - Weekend Priority",148,18,"Evaluator 18",active,,21,18,
17,"Jan 19-25","Escalation Sweep - Weekend Priority",148,19,"Evaluator 19",active,,22,22,
17,"Jan 19-25","Escalation Sweep - Weekend Priority",148,20,"Evaluator 20",active,,23,22,
17,"Jan 19-25","Escalation Sweep - Weekend Priority",148,38,"Evaluator 38",active,,25,22,
17,"Jan 19-25","Legacy Escalation QA",149,1,"Evaluator 01",active,,22,20,
17,"Jan 19-25","Legacy Escalation QA",149,2,"Evaluator 02",active,,23,20,
17,"Jan 19-25","Legacy Escalation QA",149,3,"Evaluator 03",active,,24,24,
17,"Jan 19-25","Legacy Escalation QA",149,4,"Evaluator 04",active,,25,24,
17,"Jan 19-25","Mortgage Queue",150,5,"Evaluator 05",active,,23,21,
17,"Jan 19-25","Mortgage Queue",150,6,"Evaluator 06",active,,24,21,
17,"Jan 19-25","Mortgage Queue",150,7,"Evaluator 07",active,,25,25,
17,"Jan 19-25","Mortgage Queue",150,8,"Evaluator 08",active,,20,19,
17,"Jan 19-25","Mortgage Queue",150,37,"Evaluator 37",active,,24,22,
17,"Jan 19-25","Onboarding Calls QA",151,33,"Evaluator 33",active,,24,22,
17,"Jan 19-25","Onboarding Calls QA",151,34,"Evaluator 34",active,,25,22,
17,"Jan 19-25","Onboarding Calls QA",151,35,"Evaluator 35",active,,20,20,
17,"Jan 19-25","Onboarding Calls QA",151,36,"Evaluator 36",active,,21,20,
17,"Jan 19-25","Renewals - TL Review Batch",152,9,"Evaluator 09",active,,24,22,
17,"Jan 19-25","Renewals - TL Review Batch",152,10,"Evaluator 10",active,,25,22,
17,"Jan 19-25","Renewals - TL Review Batch",152,11,"Evaluator 11",active,,20,20,
17,"Jan 19-25","Renewals - TL Review Batch",152,12,"Evaluator 12",active,,21,20,
17,"Jan 19-25","Savings Product - QA Rotation",153,13,"Evaluator 13",active,,25,23,
17,"Jan 19-25","Savings Product - QA Rotation",153,14,"Evaluator 14",active,,20,17,
17,"Jan 19-25","Savings Product - QA Rotation",153,15,"Evaluator 15",active,,21,21,
17,"Jan 19-25","Savings Product - QA Rotation",153,16,"Evaluator 16",active,,22,21,
16,"Jan 12-18","Billing QA",136,25,"Evaluator 25",active,,22,21,
16,"Jan 12-18","Billing QA",136,26,"Evaluator 26",active,,23,21,
16,"Jan 12-18","Billing QA",136,27,"Evaluator 27",active,,24,21,
16,"Jan 12-18","Billing QA",136,28,"Evaluator 28",active,,25,25,
16,"Jan 12-18","Card Disputes QA",137,29,"Evaluator 29",active,,23,17,
16,"Jan 12-18","Card Disputes QA",137,30,"Evaluator 30",active,,24,17,
16,"Jan 12-18","Card Disputes QA",137,31,"Evaluator 31",active,,25,17,
16,"Jan 12-18","Card Disputes QA",137,32,"Evaluator 32",active,,20,18,
16,"Jan 12-18","Card Disputes QA",137,39,"Evaluator 39",active,,23,21,
16,"Jan 12-18","Claims Exception Queue",138,21,"Evaluator 21",active,,21,20,
16,"Jan 12-18","Claims Exception Queue",138,22,"Evaluator 22",active,,22,20,
16,"Jan 12-18","Claims Exception Queue",138,23,"Evaluator 23",active,,23,20,
16,"Jan 12-18","Claims Exception Queue",138,24,"Evaluator 24",active,,24,24,
16,"Jan 12-18","Escalation Sweep - Weekend Priority",139,17,"Evaluator 17",active,,20,19,
16,"Jan 12-18","Escalation Sweep - Weekend Priority",139,18,"Evaluator 18",active,,21,19,
16,"Jan 12-18","Escalation Sweep - Weekend Priority",139,19,"Evaluator 19",active,,22,19,
16,"Jan 12-18","Escalation Sweep - Weekend Priority",139,20,"Evaluator 20",active,,23,23,
16,"Jan 12-18","Escalation Sweep - Weekend Priority",139,38,"Evaluator 38",active,,25,23,
16,"Jan 12-18","Legacy Escalation QA",140,1,"Evaluator 01",active,,22,21,
16,"Jan 12-18","Legacy Escalation QA",140,2,"Evaluator 02",active,,23,21,
16,"Jan 12-18","Legacy Escalation QA",140,3,"Evaluator 03",active,,24,21,
16,"Jan 12-18","Legacy Escalation QA",140,4,"Evaluator 04",active,,25,25,
